feature,coef,qval
shRNA_SYT12,-0.178162229,0.517401197
shRNA_CCDC60,-0.223576161,0.503674455
shRNA_ACAP2,-0.162104431,0.503674455
shRNA_TMEM70,-0.223659716,0.503674455
shRNA_SNCAIP,-0.223514017,0.503674455
shRNA_DSCAML1,0.176822506,0.497021378
shRNA_TMEM225,0.22246392,0.493685469
shRNA_MUSK,-0.151774027,0.493685469
shRNA_SLC22A5,0.176428132,0.493685469
shRNA_EVI5,0.222219274,0.491234822
shRNA_SESN3,0.222044931,0.490063662
shRNA_FAM118B,0.221908761,0.489582497
shRNA_CTNNA3,0.221101122,0.479088957
shRNA_PHF11,-0.150532552,0.479088957
shRNA_MTRF1L,0.220846083,0.479088957
shRNA_SEMG1,0.221094597,0.479088957
shRNA_NAA15,-0.150666427,0.479088957
shRNA_ERGIC1,-0.174965071,0.47869581
shRNA_TOX3.FRMPD3,0.182833043,0.476195575
shRNA_TSPYL1,-0.220191078,0.475980817
shRNA_KDM6A,0.150153405,0.475980817
shRNA_SMYD3,0.158827125,0.474581008
shRNA_ARID3B,0.158563839,0.474076463
shRNA_ICA1L,0.219457114,0.474076463
shRNA_EXD3,-0.174192761,0.474076463
shRNA_SVOP,-0.219462039,0.474076463
shRNA_STK3,0.149766385,0.474076463
shRNA_OR11H6,-0.179535286,0.469499524
shRNA_ZNF470,0.218937702,0.46842864
shRNA_TRIM3,0.173498797,0.46831321
shRNA_NR6A1,-0.149074457,0.467471928
shRNA_TMTC3,0.21845341,0.465238043
shRNA_LOXL1,-0.172927826,0.464617299
shRNA_RSF1,0.15747517,0.464617299
shRNA_FGF16,0.17299851,0.464617299
shRNA_ACTL7A,-0.172685377,0.463133701
shRNA_FANCG,0.148896253,0.463133701
shRNA_PARD6A,0.157902689,0.463133701
shRNA_IL27,0.172474211,0.461868393
shRNA_LYL1,-0.148233948,0.461868393
shRNA_FAM162A,-0.217234997,0.459558356
shRNA_GATAD1,-0.17181206,0.453877085
shRNA_KIF23,0.157197571,0.453877085
shRNA_PDIA5,0.1716837,0.453493202
shRNA_CTSO,-0.171516388,0.453493202
shRNA_PROX1,0.147437575,0.453493202
shRNA_PXMP2,-0.216318773,0.453493202
shRNA_PRAMEF27.LOC101930169,-0.833897624,0.452736819
shRNA_LOC107983965,0.216104984,0.452736819
shRNA_CRTAC1,0.171142174,0.452736819
shRNA_CCL20,-0.171208442,0.452736819
shRNA_F2,0.170919744,0.452559234
shRNA_CIITA,0.146876402,0.452559234
shRNA_MRPL51,0.215510534,0.452559234
shRNA_CASQ1,-0.170831266,0.452559234
shRNA_FBLN5,0.17046384,0.451386348
shRNA_OSBPL10,-0.214931469,0.451386348
shRNA_ARID3A,0.146210778,0.451386348
shRNA_FKBP15,-0.175387431,0.451386348
shRNA_HIST1H2AE,-0.170193584,0.451386348
shRNA_GATD1,0.214522951,0.451386348
shRNA_SDAD1,-0.215146542,0.451386348
shRNA_DNAAF2,0.215324898,0.451386348
shRNA_CHRNA6,0.146958616,0.451386348
shRNA_QKI,-0.170201384,0.451386348
shRNA_FILIP1L,0.214144398,0.451268102
shRNA_HIPK4,0.146074439,0.451268102
shRNA_GDNF,0.169768878,0.451268102
shRNA_PGA5,0.169744535,0.451268102
shRNA_PIAS3,-0.169389189,0.449073695
shRNA_DBI,0.145645723,0.449073695
shRNA_AP2B1,0.15419333,0.449073695
shRNA_HBM,0.174680541,0.449073695
shRNA_SLC12A2,-0.169289013,0.449073695
shRNA_BDP1,-0.145272756,0.443718092
shRNA_AKAP14,0.168881536,0.443207872
shRNA_C20orf24,-0.212857988,0.441256199
shRNA_ANKRD30B,-0.154221135,0.44042172
shRNA_WASHC3,0.212635648,0.44042172
shRNA_SFXN4,-0.168224948,0.435923255
shRNA_COX15,0.168131357,0.435923255
shRNA_TXNDC15,-0.168168893,0.435923255
shRNA_RASA4B,-0.144795176,0.435088178
shRNA_TMEM171,0.144415217,0.435088178
shRNA_MPZL2,-0.152404004,0.432315394
shRNA_KATNB1,0.141091922,0.432315394
shRNA_AHSA1,0.21115058,0.432315394
shRNA_AP4S1,0.166367506,0.432315394
shRNA_LSM6,-0.167100175,0.432315394
shRNA_ECD,0.166142401,0.432315394
shRNA_LIX1L,-0.207724854,0.432315394
shRNA_GRPEL2,0.164898307,0.432315394
shRNA_PLEKHA7,-0.207828603,0.432315394
shRNA_CLEC12A,0.143096447,0.432315394
shRNA_GRASP,-0.1408847,0.432315394
shRNA_PLPP4,0.142286891,0.432315394
shRNA_ELAVL2,-0.140963427,0.432315394
shRNA_FAM83B,-0.207591618,0.432315394
shRNA_FOXD4,0.141695418,0.432315394
shRNA_FNBP1,-0.151412147,0.432315394
shRNA_NUP205,0.163833807,0.432315394
shRNA_SMG6,0.164941075,0.432315394
shRNA_LDOC1,0.207803946,0.432315394
shRNA_HECTD1,0.141122749,0.432315394
shRNA_HERC4,-0.143292775,0.432315394
shRNA_ENDOV,-0.142610669,0.432315394
shRNA_GRK6P1,-0.149186349,0.432315394
shRNA_HBBP1,-0.167883322,0.432315394
shRNA_ANXA7,-0.164170061,0.432315394
shRNA_TNC,0.209960172,0.432315394
shRNA_LRRC37A11P,0.21097119,0.432315394
shRNA_KCNC4,0.141374256,0.432315394
shRNA_ZFP91.CNTF,0.165851071,0.432315394
shRNA_KRTAP10.6,-0.164699852,0.432315394
shRNA_MCL1,0.142922319,0.432315394
shRNA_MT3,-0.16486761,0.432315394
shRNA_NDUFA10,0.167466549,0.432315394
shRNA_RDH8,0.142546504,0.432315394
shRNA_FXYD7,0.163872868,0.432315394
shRNA_VSIG10,0.141820113,0.432315394
shRNA_BTBD7,-0.150994244,0.432315394
shRNA_LTB4R2,-0.153457462,0.432315394
shRNA_XAB2,0.141756622,0.432315394
shRNA_CBX8,0.141041223,0.432315394
shRNA_GATAD2B,0.165876367,0.432315394
shRNA_CHD8,0.143252929,0.432315394
shRNA_BARD1,0.143376063,0.432315394
shRNA_RFC1,0.141406321,0.432315394
shRNA_YY1P2,0.169755294,0.432315394
shRNA_MRPS11,0.209869397,0.432315394
shRNA_SLC6A2,0.167560328,0.432315394
shRNA_SUPT4H1,-0.164358102,0.432315394
shRNA_T,-0.14378795,0.432315394
shRNA_TFCP2,0.163761209,0.432315394
shRNA_CCT3,-0.149185631,0.432315394
shRNA_VDR,-0.140768592,0.432315394
shRNA_ZNF20,0.163777777,0.432315394
shRNA_PALB2,0.150755913,0.432315394
shRNA_HDAC11,-0.141250109,0.432315394
shRNA_TSSK6,0.141882207,0.432315394
shRNA_LRRIQ1,-0.215745061,0.432315394
shRNA_MSANTD4,0.210457559,0.432315394
shRNA_KIAA2013,0.210516399,0.432315394
shRNA_HMGN3,0.143073581,0.432315394
shRNA_TECR,-0.215811069,0.432315394
shRNA_NCOR2,0.142765405,0.432315394
shRNA_CEP57,0.206768377,0.432315394
shRNA_BCLAF1,0.141736001,0.432315394
shRNA_ZNF623,-0.164240075,0.432315394
shRNA_MRPL3,0.206542898,0.43181521
shRNA_TRPC3,0.140609835,0.430826821
shRNA_APOBEC3A_B,0.163445417,0.429357189
shRNA_TMC4,0.140342994,0.428933171
shRNA_ADAM32,-0.163255328,0.428933171
shRNA_ANKRD44,0.149387547,0.428933171
shRNA_SLF2,0.205797696,0.426862384
shRNA_UNG,-0.140121945,0.426862384
shRNA_YY1,0.1401042,0.426862384
shRNA_CORO7,0.167008301,0.426862384
shRNA_UBXN8,-0.162902518,0.426862384
shRNA_E2F7,0.140345461,0.426809924
shRNA_GATA1,-0.140303019,0.426809924
shRNA_VAMP5,-0.205302799,0.426300848
shRNA_SAMD9,0.205201583,0.425759554
shRNA_TSPAN10,-0.204977503,0.423130126
shRNA_VPS9D1,-0.204887256,0.422771031
shRNA_ZNF484,-0.162262441,0.422043059
shRNA_RBMXL1,0.139374559,0.420596052
shRNA_CCT2,-0.139094153,0.420152982
shRNA_GALNT13,0.161683354,0.420152982
shRNA_EMID1,-0.147989952,0.420152982
shRNA_ADGRF3,-0.161988412,0.420152982
shRNA_HOXD1,-0.13912545,0.420152982
shRNA_MROH5,0.204059618,0.420152982
shRNA_PRRG2,-0.161748302,0.420152982
shRNA_UMOD,-0.204447943,0.420152982
shRNA_ATP5H,0.161358762,0.420031983
shRNA_ADIRF,0.162060985,0.420031983
shRNA_ZNF100,-0.161575164,0.420031983
shRNA_KANK3,0.14771764,0.420031983
shRNA_SPATA22,-0.20364146,0.420031983
shRNA_LMO4,-0.138796749,0.420031983
shRNA_KRCC1,0.20351547,0.419027738
shRNA_GOSR2,0.161071744,0.416257766
shRNA_TCTEX1D1,-0.203183171,0.41566159
shRNA_FGG,0.160884273,0.415642553
shRNA_ANKRD20A4,0.146705198,0.415642553
shRNA_ZNF827,0.202745346,0.414927702
shRNA_CTDNEP1,0.160678983,0.414927702
shRNA_SERPINI2,-0.138574582,0.414927702
shRNA_RASGRF2,0.138162659,0.414927702
shRNA_COX17,0.160430822,0.414861965
shRNA_DHX15,-0.137900323,0.414861965
shRNA_SLC46A3,-0.146767154,0.414861965
shRNA_PRKY,0.138030994,0.414861965
shRNA_TMEM79,0.20234813,0.413707857
shRNA_ARHGAP27P1.BPTFP1.KPNA2P3,-0.161812263,0.413375605
shRNA_SGO1,0.160202199,0.413375605
shRNA_GFRA2,-0.160168734,0.413375605
shRNA_TSPAN33,-0.201919869,0.413375605
shRNA_ARL3,0.13758277,0.413375605
shRNA_S100A9,-0.138037202,0.413375605
shRNA_PTDSS1,0.15994965,0.413375605
shRNA_ZFP36L1,-0.13721764,0.407926368
shRNA_PIGM,-0.201147138,0.403254883
shRNA_TRIOBP,-0.201067017,0.402976242
shRNA_GRK2,0.136647304,0.40148303
shRNA_POLA2,0.137108136,0.40148303
shRNA_PRSS50,-0.159082621,0.40148303
shRNA_IRF5,0.136781664,0.40148303
shRNA_CBLB,0.136664271,0.40148303
shRNA_BEND2,0.200333609,0.399135784
shRNA_ACTRT2,-0.15880967,0.399135784
shRNA_DNM3,-0.181697034,0.399135784
shRNA_FMO6P,-0.158501011,0.396182535
shRNA_ZNF7,0.158473691,0.396182535
shRNA_BRCA2,0.136150719,0.395714949
shRNA_LOC105376361,-0.16346898,0.391644724
shRNA_PAFAH1B1,0.135896439,0.391644618
shRNA_DHX9,0.135641253,0.386531895
shRNA_AAED1,-0.199071614,0.38541019
shRNA_GOLT1B,0.198858407,0.384627434
shRNA_USP46,0.135392451,0.384627434
shRNA_GJA9,0.135792928,0.384627434
shRNA_TNFRSF21,0.135274533,0.383819858
shRNA_RGS11,-0.157394325,0.383819858
shRNA_ENDOG,0.143028806,0.382331937
shRNA_LTA4H,0.157213652,0.382331937
shRNA_ETNK2,-0.134857642,0.382331937
shRNA_ZBTB3,-0.135166398,0.382331937
shRNA_ADAMTS7,0.158796599,0.381739488
shRNA_IL4I1,0.15699547,0.381739488
shRNA_CNMD,-0.198112552,0.38165448
shRNA_DPY19L2P2,0.203532905,0.38024008
shRNA_OPTN,0.155203191,0.378658769
shRNA_WARS2,-0.134157757,0.378658769
shRNA_CENPE,-0.134054868,0.378658769
shRNA_WDFY2,0.142049108,0.378658769
shRNA_SEPT12,-0.196677248,0.378658769
shRNA_TMEM170A,0.196495055,0.378658769
shRNA_ANKRD13B,-0.196278148,0.378658769
shRNA_EVC,0.14247498,0.378658769
shRNA_EVI2B,0.142501834,0.378658769
shRNA_SLC9A8,-0.133425759,0.378658769
shRNA_NCAPH,0.195958766,0.378658769
shRNA_GABRA5,-0.133750112,0.378658769
shRNA_ARMC8,-0.143220937,0.378658769
shRNA_GPR32,0.134396854,0.378658769
shRNA_PDZRN4,0.141803171,0.378658769
shRNA_HLA.DRB4,-0.155349475,0.378658769
shRNA_TLX2,-0.133362995,0.378658769
shRNA_SPATA31D4,0.197368375,0.378658769
shRNA_LGALS4,-0.133459203,0.378658769
shRNA_SF3B6,0.133716424,0.378658769
shRNA_NSFL1C,-0.201469714,0.378658769
shRNA_PTPRG,0.133898055,0.378658769
shRNA_RGS12,0.134125886,0.378658769
shRNA_NPAS3,-0.134328679,0.378658769
shRNA_SLC9A1,0.133919074,0.378658769
shRNA_TFAM,0.134582219,0.378658769
shRNA_FAM182B,0.195999823,0.378658769
shRNA_ALMS1,-0.155540915,0.378658769
shRNA_NUP85,0.156397512,0.378658769
shRNA_CWH43,0.196963663,0.378658769
shRNA_ATG10,-0.141301591,0.378658769
shRNA_AP1M1,0.156076032,0.378658769
shRNA_ANKRD40,-0.155686264,0.378658769
shRNA_MAPKAPK2,0.134272288,0.378658769
shRNA_GSDMB,-0.195570182,0.375831448
shRNA_METTL3,0.133116433,0.375831448
shRNA_KLHL12,0.141733243,0.375831448
shRNA_WISP2,0.133421911,0.375831448
shRNA_AREL1,0.133073433,0.375831448
shRNA_CT45A7.CT45A10,-0.19465829,0.374845954
shRNA_UPK3B,-0.140382212,0.374845954
shRNA_H1FOO,0.153925269,0.374845954
shRNA_F8,0.19469422,0.374845954
shRNA_DENND3,0.14076175,0.374845954
shRNA_ATMIN,-0.195075383,0.374845954
shRNA_VPS33B,-0.194951014,0.374845954
shRNA_OSTF1,0.194727229,0.374845954
shRNA_TRAPPC3,0.154122099,0.374845954
shRNA_CHIA,0.195010197,0.374845954
shRNA_HADHB,0.132344531,0.374845954
shRNA_KRT77,-0.194735991,0.374845954
shRNA_MXD1,-0.132382484,0.374845954
shRNA_CT45A3.CT45A5.CT45A6,-0.194657751,0.374845954
shRNA_AHSP,0.194472389,0.374845954
shRNA_WDR12,-0.140318155,0.374845954
shRNA_RANBP17,0.158818277,0.374845954
shRNA_RIOK3,0.132558503,0.374845954
shRNA_ZNF804A,-0.194502311,0.374845954
shRNA_KCTD18,-0.140592232,0.372002316
shRNA_ARHGAP25,0.132464393,0.372002316
shRNA_SRSF7,0.132008984,0.370838069
shRNA_ZNF652,0.139701123,0.370290848
shRNA_MTNR1A,0.132243189,0.370290848
shRNA_PLK1,0.13174689,0.370290848
shRNA_CAVIN3,0.131777308,0.36886285
shRNA_HOXA13,0.131647099,0.366677433
shRNA_DCLRE1A,-0.193343887,0.366677433
shRNA_RASSF7,0.153057563,0.365942393
shRNA_CWC22,0.131820708,0.364715508
shRNA_UBL5,0.131731427,0.363486977
shRNA_ARL8A,0.131324807,0.36340868
shRNA_LZTS3,0.192758305,0.361527419
shRNA_ACSS1,0.152606472,0.361111513
shRNA_REEP3,-0.192488295,0.36099998
shRNA_TLX3,-0.131282518,0.36099998
shRNA_OR6B2,0.152330703,0.36099998
shRNA_OR2W5,0.157098563,0.36099998
shRNA_NCAM2,0.19221846,0.36099998
shRNA_NUP88,0.192547989,0.36099998
shRNA_TSPEAR,0.192382135,0.36099998
shRNA_TAC3,0.192200869,0.36099998
shRNA_ZSCAN5A,0.152308853,0.36099998
shRNA_KDM4B,0.130743942,0.360786035
shRNA_SLC19A3,0.152164879,0.360786035
shRNA_PGPEP1,0.152035305,0.359692281
shRNA_MPHOSPH6,-0.191337204,0.359436687
shRNA_LRRC25,0.191263066,0.359436687
shRNA_DNASE1L1,0.130544022,0.359436687
shRNA_PLD5,-0.151529481,0.359436687
shRNA_MTOR,0.130227866,0.359436687
shRNA_PRMT1,-0.13023115,0.359436687
shRNA_KNG1,0.151817965,0.359436687
shRNA_ARHGAP5,0.130861524,0.359436687
shRNA_MMP1,-0.151496632,0.359436687
shRNA_MT1E,-0.191180433,0.359436687
shRNA_MTNR1B,-0.130406218,0.359436687
shRNA_TMEM8B,-0.191298712,0.359436687
shRNA_ACTN4,0.130309539,0.359436687
shRNA_TRRAP,0.130379884,0.359436687
shRNA_FERMT3,0.138622152,0.359436687
shRNA_SDR42E1,0.151282955,0.357688223
shRNA_PDK2,-0.13027316,0.356117829
shRNA_HOXA3,-0.129668913,0.353997368
shRNA_MN1,-0.130041267,0.353997368
shRNA_PRKAR1A,-0.129431882,0.353997368
shRNA_RPS24,0.190535029,0.353997368
shRNA_SLC17A1,-0.150824522,0.353997368
shRNA_TRIM45,0.150970889,0.353997368
shRNA_PENK,0.19038443,0.353955106
shRNA_SPDYE17,-0.19517837,0.352510471
shRNA_PNLDC1,0.15036915,0.352510471
shRNA_CLEC4D,0.150423108,0.352510471
shRNA_CHST11,-0.129352888,0.352510471
shRNA_ZDHHC9,0.189890104,0.352510471
shRNA_PFDN4,-0.137123535,0.352510471
shRNA_POLR2I,-0.150351993,0.352510471
shRNA_RPN2,-0.189903103,0.352510471
shRNA_C14orf2,0.189878086,0.352510471
shRNA_EIF4A3,0.129020687,0.352510471
shRNA_IPO13,0.195026973,0.351472897
shRNA_ARPC1B,0.128990579,0.351441497
shRNA_MPV17L,0.189519246,0.351441497
shRNA_KCNA7,-0.129318538,0.351441497
shRNA_PLVAP,-0.18950151,0.351441497
shRNA_RNF181,0.149928168,0.349602479
shRNA_CYB5D2,-0.189266756,0.349506239
shRNA_LINC00161,-0.189192507,0.349100486
shRNA_TBL3,-0.128558557,0.346054502
shRNA_LOC285074,0.152196064,0.346054502
shRNA_CPZ,0.149539486,0.345735637
shRNA_UBE2E3,0.128143424,0.345015505
shRNA_VPS13A,0.188737617,0.345015505
shRNA_ZNF727,0.137896822,0.345015505
shRNA_VPS53,0.149876546,0.345015505
shRNA_ZNF514,0.149423624,0.345015505
shRNA_PLCXD2,0.14925741,0.344713718
shRNA_C12orf40,-0.18839163,0.344558903
shRNA_RHBDD1,0.14917323,0.344558903
shRNA_GUCA2A,0.149010003,0.342839745
shRNA_ZNF175,0.149033995,0.342839745
shRNA_ANKRD65,0.153930514,0.341820058
shRNA_TJP3,0.187743869,0.340928452
shRNA_SERP1,-0.187876136,0.340928452
shRNA_ITGA6,-0.128124982,0.340928452
shRNA_TNIP2,0.187809729,0.340928452
shRNA_BEND5,0.187716266,0.340928452
shRNA_FAM71F1,-0.187802389,0.340928452
shRNA_CDS1,0.148608538,0.340887469
shRNA_NEXN,0.187604572,0.340655246
shRNA_APBB3,-0.148333313,0.340622245
shRNA_CHUK,-0.127514886,0.340622245
shRNA_APOBR,-0.148364135,0.340622245
shRNA_MRO,-0.187333409,0.340622245
shRNA_ACVR1,-0.12752317,0.340622245
shRNA_MS4A1,-0.148458806,0.340622245
shRNA_DNALI1,0.18727125,0.34056913
shRNA_CHKA,0.127042587,0.339784238
